hour_of_year,PALOVRDE_ASR-APND LMP,SMD4_ASR-APND LMP,SMD5_ASR-APND LMP,SMD6_ASR-APND LMP,SMD7_ASR-APND LMP,SMD8_ASR-APND LMP,SMD9_ASR-APND LMP,SMDA_ASR-APND LMP,SMDB_ASR-APND LMP,SMDC_ASR-APND LMP,SMDG_ASR-APND LMP,SMDH_ASR-APND LMP,SUMMIT_ASR-APND LMP,PALOVRDE_ASR-APND (Congestion),SMD4_ASR-APND (Congestion),SMD5_ASR-APND (Congestion),SMD6_ASR-APND (Congestion),SMD7_ASR-APND (Congestion),SMD8_ASR-APND (Congestion),SMD9_ASR-APND (Congestion),SMDA_ASR-APND (Congestion),SMDB_ASR-APND (Congestion),SMDC_ASR-APND (Congestion),SMDG_ASR-APND (Congestion),SMDH_ASR-APND (Congestion),SUMMIT_ASR-APND (Congestion),PALOVRDE_ASR-APND (Energy),SMD4_ASR-APND (Energy),SMD5_ASR-APND (Energy),SMD6_ASR-APND (Energy),SMD7_ASR-APND (Energy),SMD8_ASR-APND (Energy),SMD9_ASR-APND (Energy),SMDA_ASR-APND (Energy),SMDB_ASR-APND (Energy),SMDC_ASR-APND (Energy),SMDG_ASR-APND (Energy),SMDH_ASR-APND (Energy),SUMMIT_ASR-APND (Energy),PALOVRDE_ASR-APND (Loss),SMD4_ASR-APND (Loss),SMD5_ASR-APND (Loss),SMD6_ASR-APND (Loss),SMD7_ASR-APND (Loss),SMD8_ASR-APND (Loss),SMD9_ASR-APND (Loss),SMDA_ASR-APND (Loss),SMDB_ASR-APND (Loss),SMDC_ASR-APND (Loss),SMDG_ASR-APND (Loss),SMDH_ASR-APND (Loss),SUMMIT_ASR-APND (Loss)
7937,112.14954,166.61024,166.61024,166.61024,166.61024,166.61024,166.61024,166.61024,166.61024,166.61024,166.61024,166.61024,155.61996,-16.48481,21.27089,21.27089,21.27089,21.27089,21.27089,21.27089,21.27089,21.27089,21.27089,21.27089,21.27089,9.30429,144.40076,144.40076,144.40076,144.40076,144.40076,144.40076,144.40076,144.40076,144.40076,144.40076,144.40076,144.40076,144.40076,-2.82639,0.93861,0.93861,0.93861,0.93861,0.93861,0.93861,0.93861,0.93861,0.93861,0.93861,0.93861,14.85493
7938,160,173.9624,173.9624,173.9624,173.9624,173.9624,173.9624,173.9624,173.9624,173.9624,173.9624,173.9624,160,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,173.9612,173.9612,173.9612,173.9612,173.9612,173.9612,173.9612,173.9612,173.9612,173.9612,173.9612,173.9612,173.9612,0,0,0,0,0,0,0,0,0,0,0,0,0
7939,384.6888,399.0012,399.0012,399.0012,399.0012,399.0012,399.0012,399.0012,399.0012,399.0012,399.0012,399.0012,384.6888,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,399,399,399,399,399,399,399,399,399,399,399,399,399,0,0,0,0,0,0,0,0,0,0,0,0,0
7940,192.538,211.32837,211.32837,211.32837,211.32837,211.32837,211.32837,211.32837,211.32837,211.32837,211.32837,211.32837,209.11607,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,211.20045,211.20045,211.20045,211.20045,211.20045,211.20045,211.20045,211.20045,211.20045,211.20045,211.20045,211.20045,211.20045,-4.35125,0.12672,0.12672,0.12672,0.12672,0.12672,0.12672,0.12672,0.12672,0.12672,0.12672,0.12672,12.22682
7941,179.47871,195.78549,195.78549,195.78549,195.78549,195.78549,195.78549,195.78549,195.78549,195.78549,195.78549,195.78549,193.43716,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,195.3935,195.3935,195.3935,195.3935,195.3935,195.3935,195.3935,195.3935,195.3935,195.3935,195.3935,195.3935,195.3935,-3.94358,0.39079,0.39079,0.39079,0.39079,0.39079,0.39079,0.39079,0.39079,0.39079,0.39079,0.39079,10.01486
7942,191.32977,209.8966,209.8966,209.8966,209.8966,209.8966,209.8966,209.8966,209.8966,209.8966,209.8966,209.8966,208.51192,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,209.20502,209.20502,209.20502,209.20502,209.20502,209.20502,209.20502,209.20502,209.20502,209.20502,209.20502,209.20502,209.20502,-4.14405,0.69038,0.69038,0.69038,0.69038,0.69038,0.69038,0.69038,0.69038,0.69038,0.69038,0.69038,13.0381
7943,172.38625,190.50014,190.50014,190.50014,190.50014,190.50014,190.50014,190.50014,190.50014,190.50014,190.50014,190.50014,190.24538,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,189.73997,189.73997,189.73997,189.73997,189.73997,189.73997,189.73997,189.73997,189.73997,189.73997,189.73997,189.73997,189.73997,-3.39253,0.75896,0.75896,0.75896,0.75896,0.75896,0.75896,0.75896,0.75896,0.75896,0.75896,0.75896,14.46659
7944,144.13696,162.38028,162.38028,162.38028,162.38028,162.38028,162.38028,162.38028,162.38028,162.38028,162.38028,162.38028,158.13684,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,161.99031,161.99031,161.99031,161.99031,161.99031,161.99031,161.99031,161.99031,161.99031,161.99031,161.99031,161.99031,161.99031,-2.61213,0.38878,0.38878,0.38878,0.38878,0.38878,0.38878,0.38878,0.38878,0.38878,0.38878,0.38878,11.38773
7945,122.46,139.1324,139.1324,139.1324,139.1324,139.1324,139.1324,139.1324,139.1324,139.1324,139.1324,139.1324,122.46,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,139.1312,139.1312,139.1312,139.1312,139.1312,139.1312,139.1312,139.1312,139.1312,139.1312,139.1312,139.1312,139.1312,0,0,0,0,0,0,0,0,0,0,0,0,0
7946,126.06589,145.13472,145.13472,145.13472,145.13472,145.13472,145.13472,145.13472,145.13472,145.13472,145.13472,145.13472,138.74771,-0.0008,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,144.84383,144.84383,144.84383,144.84383,144.84383,144.84383,144.84383,144.84383,144.84383,144.84383,144.84383,144.84383,144.84383,-2.16714,0.28969,0.28969,0.28969,0.28969,0.28969,0.28969,0.28969,0.28969,0.28969,0.28969,0.28969,10.51508
7947,126.47768,143.6246,143.6246,143.6246,143.6246,143.6246,143.6246,143.6246,143.6246,143.6246,143.6246,143.6246,139.37885,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,143.43694,143.43694,143.43694,143.43694,143.43694,143.43694,143.43694,143.43694,143.43694,143.43694,143.43694,143.43694,143.43694,-2.14805,0.18647,0.18647,0.18647,0.18647,0.18647,0.18647,0.18647,0.18647,0.18647,0.18647,0.18647,10.75311
7948,115.68808,130.7587,130.7587,130.7587,130.7587,130.7587,130.7587,130.7587,130.7587,130.7587,130.7587,130.7587,126.37402,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,130.60075,130.60075,130.60075,130.60075,130.60075,130.60075,130.60075,130.60075,130.60075,130.60075,130.60075,130.60075,130.60075,-2.01268,0.15672,0.15672,0.15672,0.15672,0.15672,0.15672,0.15672,0.15672,0.15672,0.15672,0.15672,8.67446
7949,116.26218,138.76108,138.76108,138.76108,138.76108,138.76108,138.76108,138.76108,138.76108,138.76108,138.76108,138.76108,127.04408,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,138.49673,138.49673,138.49673,138.49673,138.49673,138.49673,138.49673,138.49673,138.49673,138.49673,138.49673,138.49673,138.49673,-1.97455,0.26315,0.26315,0.26315,0.26315,0.26315,0.26315,0.26315,0.26315,0.26315,0.26315,0.26315,8.80855
7950,126.6169,145.6277,145.6277,145.6277,145.6277,145.6277,145.6277,145.6277,145.6277,145.6277,145.6277,145.6277,138.85684,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,145.40839,145.40839,145.40839,145.40839,145.40839,145.40839,145.40839,145.40839,145.40839,145.40839,145.40839,145.40839,145.40839,-2.36028,0.21811,0.21811,0.21811,0.21811,0.21811,0.21811,0.21811,0.21811,0.21811,0.21811,0.21811,9.87965
7951,139.99925,158.05943,158.05943,158.05943,158.05943,158.05943,158.05943,158.05943,158.05943,158.05943,158.05943,158.05943,150.92873,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,157.69554,157.69554,157.69554,157.69554,157.69554,157.69554,157.69554,157.69554,157.69554,157.69554,157.69554,157.69554,157.69554,-2.88629,0.3627,0.3627,0.3627,0.3627,0.3627,0.3627,0.3627,0.3627,0.3627,0.3627,0.3627,8.04439
7952,406.3578,213.65414,213.65414,213.65414,213.65414,213.65414,213.65414,213.65414,213.65414,213.65414,213.65414,213.65414,209.74863,216.35828,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,213.41818,213.41818,213.41818,213.41818,213.41818,213.41818,213.41818,213.41818,213.41818,213.41818,213.41818,213.41818,213.41818,-8.92866,0.23476,0.23476,0.23476,0.23476,0.23476,0.23476,0.23476,0.23476,0.23476,0.23476,0.23476,10.82163
7953,155.0036,169.496,169.496,169.496,169.496,169.496,169.496,169.496,169.496,169.496,169.496,169.496,155.0036,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,169.4948,169.4948,169.4948,169.4948,169.4948,169.4948,169.4948,169.4948,169.4948,169.4948,169.4948,169.4948,169.4948,0,0,0,0,0,0,0,0,0,0,0,0,0
7954,71.77,117.91188,117.91188,117.91188,117.91188,117.91188,117.91188,117.91188,117.91188,117.91188,117.91188,117.91188,107.98281,-35.03871,2.65317,2.65317,2.65317,2.65317,2.65317,2.65317,2.65317,2.65317,2.65317,2.65317,2.65317,1.17411,115.25871,115.25871,115.25871,115.25871,115.25871,115.25871,115.25871,115.25871,115.25871,115.25871,115.25871,115.25871,115.25871,0,0,0,0,0,0,0,0,0,0,0,0,0
7955,69.64,124.00667,124.00667,124.00667,124.00667,124.00667,124.00667,124.00667,124.00667,124.00667,124.00667,124.00667,108.49173,-33.37587,12.5408,12.5408,12.5408,12.5408,12.5408,12.5408,12.5408,12.5408,12.5408,12.5408,12.5408,5.47587,111.46587,111.46587,111.46587,111.46587,111.46587,111.46587,111.46587,111.46587,111.46587,111.46587,111.46587,111.46587,111.46587,0,0,0,0,0,0,0,0,0,0,0,0,0
7956,69.94634,113.32142,113.32142,113.32142,113.32142,113.32142,113.32142,113.32142,113.32142,113.32142,113.32142,113.32142,117.25776,-33.05225,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,112.74521,112.74521,112.74521,112.74521,112.74521,112.74521,112.74521,112.74521,112.74521,112.74521,112.74521,112.74521,112.74521,-1.29662,0.57501,0.57501,0.57501,0.57501,0.57501,0.57501,0.57501,0.57501,0.57501,0.57501,0.57501,12.96375
7957,66.57111,108.53993,108.53993,108.53993,108.53993,108.53993,108.53993,108.53993,108.53993,108.53993,108.53993,108.53993,119.22962,-39.23282,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,108.04173,108.04173,108.04173,108.04173,108.04173,108.04173,108.04173,108.04173,108.04173,108.04173,108.04173,108.04173,108.04173,-1.20644,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,12.22045
7958,68.26178,107.79039,107.79039,107.79039,107.79039,107.79039,107.79039,107.79039,107.79039,107.79039,107.79039,107.79039,110.94381,-29.27902,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,107.19958,107.19958,107.19958,107.19958,107.19958,107.19958,107.19958,107.19958,107.19958,107.19958,107.19958,107.19958,107.19958,-1.20879,0.5896,0.5896,0.5896,0.5896,0.5896,0.5896,0.5896,0.5896,0.5896,0.5896,0.5896,12.19543
7959,67.74187,103.43995,103.43995,103.43995,103.43995,103.43995,103.43995,103.43995,103.43995,103.43995,103.43995,103.43995,105.32704,-25.37506,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,102.82181,102.82181,102.82181,102.82181,102.82181,102.82181,102.82181,102.82181,102.82181,102.82181,102.82181,102.82181,102.82181,-1.25488,0.61694,0.61694,0.61694,0.61694,0.61694,0.61694,0.61694,0.61694,0.61694,0.61694,0.61694,10.95643
7960,69.97173,105.52457,105.52457,105.52457,105.52457,105.52457,105.52457,105.52457,105.52457,105.52457,105.52457,105.52457,104.7946,-23.32674,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,104.88357,104.88357,104.88357,104.88357,104.88357,104.88357,104.88357,104.88357,104.88357,104.88357,104.88357,104.88357,104.88357,-1.27416,0.6398,0.6398,0.6398,0.6398,0.6398,0.6398,0.6398,0.6398,0.6398,0.6398,0.6398,10.22317
7961,68.22717,115.11461,115.11461,115.11461,115.11461,115.11461,115.11461,115.11461,115.11461,115.11461,115.11461,115.11461,124.57249,-44.02149,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,114.7691,114.7691,114.7691,114.7691,114.7691,114.7691,114.7691,114.7691,114.7691,114.7691,114.7691,114.7691,114.7691,-1.27891,0.34431,0.34431,0.34431,0.34431,0.34431,0.34431,0.34431,0.34431,0.34431,0.34431,0.34431,11.04612
7962,82.66,153.0536,153.0536,153.0536,153.0536,153.0536,153.0536,153.0536,153.0536,153.0536,153.0536,153.0536,137.5312,-54.8724,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,153.0524,153.0524,153.0524,153.0524,153.0524,153.0524,153.0524,153.0524,153.0524,153.0524,153.0524,153.0524,153.0524,0,0,0,0,0,0,0,0,0,0,0,0,0
7963,106.01,245.3824,245.3824,245.3824,245.3824,245.3824,245.3824,245.3824,245.3824,245.3824,245.3824,245.3824,228.58,-122.5712,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,245.3812,245.3812,245.3812,245.3812,245.3812,245.3812,245.3812,245.3812,245.3812,245.3812,245.3812,245.3812,245.3812,0,0,0,0,0,0,0,0,0,0,0,0,0
7964,106.53211,181.73189,181.73189,181.73189,181.73189,181.73189,181.73189,181.73189,181.73189,181.73189,181.73189,181.73189,165.39276,-49.96986,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,182.22269,182.22269,182.22269,182.22269,182.22269,182.22269,182.22269,182.22269,182.22269,182.22269,182.22269,182.22269,182.22269,-2.24072,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,6.65127
7965,158.26004,173.58453,173.58453,173.58453,173.58453,173.58453,173.58453,173.58453,173.58453,173.58453,173.58453,173.58453,169.00241,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,174.44049,174.44049,174.44049,174.44049,174.44049,174.44049,174.44049,174.44049,174.44049,174.44049,174.44049,174.44049,174.44049,-3.27925,-0.85475,-0.85475,-0.85475,-0.85475,-0.85475,-0.85475,-0.85475,-0.85475,-0.85475,-0.85475,-0.85475,7.46312
7966,156.98141,172.36377,172.36377,172.36377,172.36377,172.36377,172.36377,172.36377,172.36377,172.36377,172.36377,172.36377,166.72774,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,173.10934,173.10934,173.10934,173.10934,173.10934,173.10934,173.10934,173.10934,173.10934,173.10934,173.10934,173.10934,173.10934,-3.05673,-0.74436,-0.74436,-0.74436,-0.74436,-0.74436,-0.74436,-0.74436,-0.74436,-0.74436,-0.74436,-0.74436,6.68959
7967,142.6988,158.27571,158.27571,158.27571,158.27571,158.27571,158.27571,158.27571,158.27571,158.27571,158.27571,158.27571,152.44743,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,158.35608,158.35608,158.35608,158.35608,158.35608,158.35608,158.35608,158.35608,158.35608,158.35608,158.35608,158.35608,158.35608,-2.58607,-0.07918,-0.07918,-0.07918,-0.07918,-0.07918,-0.07918,-0.07918,-0.07918,-0.07918,-0.07918,-0.07918,7.16254
7968,106.5413,126.66271,126.66271,126.66271,126.66271,126.66271,126.66271,126.66271,126.66271,126.66271,126.66271,126.66271,127.82108,-7.84824,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,126.63618,126.63618,126.63618,126.63618,126.63618,126.63618,126.63618,126.63618,126.63618,126.63618,126.63618,126.63618,126.63618,-1.88665,0.02533,0.02533,0.02533,0.02533,0.02533,0.02533,0.02533,0.02533,0.02533,0.02533,0.02533,11.54611
7969,96.18994,113.97297,113.97297,113.97297,113.97297,113.97297,113.97297,113.97297,113.97297,113.97297,113.97297,113.97297,115.20518,-7.56015,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,113.8238,113.8238,113.8238,113.8238,113.8238,113.8238,113.8238,113.8238,113.8238,113.8238,113.8238,113.8238,113.8238,-1.62371,0.14797,0.14797,0.14797,0.14797,0.14797,0.14797,0.14797,0.14797,0.14797,0.14797,0.14797,9.83138
7970,114.88911,128.52397,128.52397,128.52397,128.52397,128.52397,128.52397,128.52397,128.52397,128.52397,128.52397,128.52397,128.15454,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,128.40721,128.40721,128.40721,128.40721,128.40721,128.40721,128.40721,128.40721,128.40721,128.40721,128.40721,128.40721,128.40721,-1.98689,0.11557,0.11557,0.11557,0.11557,0.11557,0.11557,0.11557,0.11557,0.11557,0.11557,0.11557,11.27853
7971,114.31486,125.70197,125.70197,125.70197,125.70197,125.70197,125.70197,125.70197,125.70197,125.70197,125.70197,125.70197,128.78598,-0.0024,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,125.56265,125.56265,125.56265,125.56265,125.56265,125.56265,125.56265,125.56265,125.56265,125.56265,125.56265,125.56265,125.56265,-2.09538,0.13812,0.13812,0.13812,0.13812,0.13812,0.13812,0.13812,0.13812,0.13812,0.13812,0.13812,12.37454
7972,115.99204,127.66028,127.66028,127.66028,127.66028,127.66028,127.66028,127.66028,127.66028,127.66028,127.66028,127.66028,130.26343,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,127.5188,127.5188,127.5188,127.5188,127.5188,127.5188,127.5188,127.5188,127.5188,127.5188,127.5188,127.5188,127.5188,-2.24653,0.14027,0.14027,0.14027,0.14027,0.14027,0.14027,0.14027,0.14027,0.14027,0.14027,0.14027,12.02486
7973,123.12296,136.14563,136.14563,136.14563,136.14563,136.14563,136.14563,136.14563,136.14563,136.14563,136.14563,136.14563,138.26936,-0.17816,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,136.0492,136.0492,136.0492,136.0492,136.0492,136.0492,136.0492,136.0492,136.0492,136.0492,136.0492,136.0492,136.0492,-2.38807,0.09524,0.09524,0.09524,0.09524,0.09524,0.09524,0.09524,0.09524,0.09524,0.09524,0.09524,12.58137
7974,133.27908,144.62274,144.62274,144.62274,144.62274,144.62274,144.62274,144.62274,144.62274,144.62274,144.62274,144.62274,149.72977,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,144.59262,144.59262,144.59262,144.59262,144.59262,144.59262,144.59262,144.59262,144.59262,144.59262,144.59262,144.59262,144.59262,-2.7894,0.02892,0.02892,0.02892,0.02892,0.02892,0.02892,0.02892,0.02892,0.02892,0.02892,0.02892,13.66128
7975,159.49686,163.46626,163.46626,163.46626,163.46626,163.46626,163.46626,163.46626,163.46626,163.46626,163.46626,163.46626,176.9498,-0.0008,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,163.26915,163.26915,163.26915,163.26915,163.26915,163.26915,163.26915,163.26915,163.26915,163.26915,163.26915,163.26915,163.26915,-3.7715,0.19592,0.19592,0.19592,0.19592,0.19592,0.19592,0.19592,0.19592,0.19592,0.19592,0.19592,13.68185
7976,177.92708,182.48517,182.48517,182.48517,182.48517,182.48517,182.48517,182.48517,182.48517,182.48517,182.48517,182.48517,197.60896,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,182.22885,182.22885,182.22885,182.22885,182.22885,182.22885,182.22885,182.22885,182.22885,182.22885,182.22885,182.22885,182.22885,-4.30057,0.25512,0.25512,0.25512,0.25512,0.25512,0.25512,0.25512,0.25512,0.25512,0.25512,0.25512,15.38011
7977,54.73644,179.45638,179.45638,179.45638,179.45638,179.45638,179.45638,179.45638,179.45638,179.45638,179.45638,179.45638,179.45396,-124.71872,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,179.45517,179.45517,179.45517,179.45517,179.45517,179.45517,179.45517,179.45517,179.45517,179.45517,179.45517,179.45517,179.45517,0,0,0,0,0,0,0,0,0,0,0,0,0
7978,52.98152,208.93243,208.93243,208.93243,208.93243,208.93243,208.93243,208.93243,208.93243,208.93243,208.93243,208.93243,189.30583,-128.5748,18.96611,18.96611,18.96611,18.96611,18.96611,18.96611,18.96611,18.96611,18.96611,18.96611,18.96611,7.74951,189.96632,189.96632,189.96632,189.96632,189.96632,189.96632,189.96632,189.96632,189.96632,189.96632,189.96632,189.96632,189.96632,0,0,0,0,0,0,0,0,0,0,0,0,0
7979,132.76674,207.02176,207.02176,207.02176,207.02176,207.02176,207.02176,207.02176,207.02176,207.02176,207.02176,207.02176,206.47897,-34.95908,27.38056,27.38056,27.38056,27.38056,27.38056,27.38056,27.38056,27.38056,27.38056,27.38056,27.38056,11.03832,178.51654,178.51654,178.51654,178.51654,178.51654,178.51654,178.51654,178.51654,178.51654,178.51654,178.51654,178.51654,178.51654,-3.24843,1.12466,1.12466,1.12466,1.12466,1.12466,1.12466,1.12466,1.12466,1.12466,1.12466,1.12466,24.46641
7980,109.39515,218.28905,218.28905,218.28905,218.28905,218.28905,218.28905,218.28905,218.28905,218.28905,218.28905,218.28905,202.97955,-53.09299,41.32537,41.32537,41.32537,41.32537,41.32537,41.32537,41.32537,41.32537,41.32537,41.32537,41.32537,16.65914,176.11829,176.11829,176.11829,176.11829,176.11829,176.11829,176.11829,176.11829,176.11829,176.11829,176.11829,176.11829,176.11829,-3.13014,0.84537,0.84537,0.84537,0.84537,0.84537,0.84537,0.84537,0.84537,0.84537,0.84537,0.84537,20.70214
7981,105.23258,209.28899,209.28899,209.28899,209.28899,209.28899,209.28899,209.28899,209.28899,209.28899,209.28899,209.28899,181.87485,-57.88807,46.16834,46.16834,46.16834,46.16834,46.16834,46.16834,46.16834,46.16834,46.16834,46.16834,46.16834,18.7542,163.12064,163.12064,163.12064,163.12064,163.12064,163.12064,163.12064,163.12064,163.12064,163.12064,163.12064,163.12064,163.12064,0,0,0,0,0,0,0,0,0,0,0,0,0
7982,115.442,238.22975,238.22975,238.22975,238.22975,238.22975,238.22975,238.22975,238.22975,238.22975,238.22975,238.22975,227.39874,-64.60537,51.52449,51.52449,51.52449,51.52449,51.52449,51.52449,51.52449,51.52449,51.52449,51.52449,51.52449,20.93014,185.88736,185.88736,185.88736,185.88736,185.88736,185.88736,185.88736,185.88736,185.88736,185.88736,185.88736,185.88736,185.88736,-3.56202,0.81791,0.81791,0.81791,0.81791,0.81791,0.81791,0.81791,0.81791,0.81791,0.81791,0.81791,22.85922
7983,119.41206,237.71655,237.71655,237.71655,237.71655,237.71655,237.71655,237.71655,237.71655,237.71655,237.71655,237.71655,221.85956,-58.17195,47.04742,47.04742,47.04742,47.04742,47.04742,47.04742,47.04742,47.04742,47.04742,47.04742,47.04742,19.32787,189.85275,189.85275,189.85275,189.85275,189.85275,189.85275,189.85275,189.85275,189.85275,189.85275,189.85275,189.85275,189.85275,-3.32875,0.81637,0.81637,0.81637,0.81637,0.81637,0.81637,0.81637,0.81637,0.81637,0.81637,0.81637,21.61893
7984,113.0608,215.08788,215.08788,215.08788,215.08788,215.08788,215.08788,215.08788,215.08788,215.08788,215.08788,215.08788,213.14223,-66.6316,21.17692,21.17692,21.17692,21.17692,21.17692,21.17692,21.17692,21.17692,21.17692,21.17692,21.17692,8.8423,193.98856,193.98856,193.98856,193.98856,193.98856,193.98856,193.98856,193.98856,193.98856,193.98856,193.98856,193.98856,193.98856,-2.81615,-0.0776,-0.0776,-0.0776,-0.0776,-0.0776,-0.0776,-0.0776,-0.0776,-0.0776,-0.0776,-0.0776,21.79138
7985,189.50085,202.51265,202.51265,202.51265,202.51265,202.51265,202.51265,202.51265,202.51265,202.51265,202.51265,202.51265,212.1229,-0.0004,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,202.55197,202.55197,202.55197,202.55197,202.55197,202.55197,202.55197,202.55197,202.55197,202.55197,202.55197,202.55197,202.55197,-4.5207,-0.04051,-0.04051,-0.04051,-0.04051,-0.04051,-0.04051,-0.04051,-0.04051,-0.04051,-0.04051,-0.04051,18.10214
7986,207.75987,216.70227,216.70227,216.70227,216.70227,216.70227,216.70227,216.70227,216.70227,216.70227,216.70227,216.70227,207.75987,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,216.70107,216.70107,216.70107,216.70107,216.70107,216.70107,216.70107,216.70107,216.70107,216.70107,216.70107,216.70107,216.70107,0,0,0,0,0,0,0,0,0,0,0,0,0
7987,91.66807,198.95168,198.95168,198.95168,198.95168,198.95168,198.95168,198.95168,198.95168,198.95168,198.95168,198.95168,197.36192,-92.46954,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,199.28926,199.28926,199.28926,199.28926,199.28926,199.28926,199.28926,199.28926,199.28926,199.28926,199.28926,199.28926,199.28926,-2.07165,-0.33879,-0.33879,-0.33879,-0.33879,-0.33879,-0.33879,-0.33879,-0.33879,-0.33879,-0.33879,-0.33879,11.15386
